vocabulary,originalEntry,explanation,example,pinYin,location,place,source,toggle,whichCounty,whichTown
手骱(手骱),手骱,手腕。(手腕。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
寿头寿脑(壽頭壽腦),壽頭壽腦,傻里傻气。(傻裏傻氣。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
受枉(受枉),受枉,运气不好；吃力；苦；蒙怨。(運氣不好；吃力；苦；蒙怨。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
衰瘏(衰瘏),傻度,劳累、吃力。(勞累、吃力。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
涮一顿(涮一頓),涮一頓,吃一顿。(吃一頓。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
说死(說死),說死,瞎说一通、贫嘴。幽默说，笑话。(瞎說一通、貧嘴。幽默說，笑話。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
死勿两僵(死勿兩僵),死勿兩僵,萎靡不振。(萎靡不振。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
胎本(胎本),胎本,体质。(體質。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
太平无事(太平無事),太平無事,太平(太平),/呒啥啥/,tha22 bin55 vu33 zy21(tʰa²² biŋ⁵⁵ vu³³ zɿ²¹),本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
炭焦木头(炭焦木頭),炭焦木頭,烧焦了的木头。(燒焦了的木頭。),/呒啥啥/,thae33 ciau55 moq33 deu21(tʰɛ³³ tɕiɔ⁵⁵ moʔ³³ dɤ²¹),本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
倘防(倘防),倘防,万一(萬一),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
天高勿算高，人心比天高(天高勿算高，人心比天高),天高勿算高，人心比天高,/呒啥啥/,/呒啥啥/,"thi44 kau21 veq44 soe44 kau53, gnien24 sin53 pi33 thi44 kau53(tʰi⁴⁴ kɔ²¹ vəʔ⁴⁴ sø⁴⁴ kɔ⁵³, ȵiəŋ²⁴ siŋ⁵³ ʔbi³³ tʰi⁴⁴ kɔ⁵³)",本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
天亮快(天亮快),天亮快,黎明时。(黎明時。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
田鸡(田雞),田雞,青蛙。(青蛙。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
挑上山(挑上山),挑上山,噱上去，弄人上当，上了人家的当。(噱上去，弄人上當，上了人家的當。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
挺分(挺分),挺分,出钱。(出錢。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
偷私乖(偷私乖),偷水乖,暗中偷懒。(暗中偷懶。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
��五𧺢六(𧺢五𧺢六),逗五逗六,空忙、乱忙。(空忙、亂忙。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
脱头落襻(脫頭落襻),脫頭落攀,做事不认真。(做事不認真。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
搲空(搲空),握空,乱说一通。(亂說一通。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
温吞水(溫吞水),溫氽水,性情不急，慢吞吞。(性情不急，慢吞吞。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
文绉绉(文縐縐),文縐縐,北新泾方言。(北新涇方言。),/呒啥啥/,ven tseu tseu(vəŋ³⁵ tsɤ⁵⁵ tsɤ⁵³),本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
乌里蛮里(烏里蠻里),烏理蠻理,不讲道理。(不講道理。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
屋里去、屋里向去(屋裏去、屋裏向去),屋裏去、屋裏廂去,家去，回家。(家去，回家。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
无赖死作(無賴死作),無賴死作,耍无赖。(耍無賴。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
吾(吾),吾,我。(我。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
勿罢嗰(勿罷嗰),不罷格,不止的，还有。(不止的，還有。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
勿好搭脉(勿好搭脈),勿好搭脈,相差很大。(相差很大。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
勿惬意(勿愜意),不愜意,对人不满意，没有满足。(對人不滿意，沒有滿足。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
勿势直(勿勢直),勿勢直,心里不平衡。(心裏不平衡。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
勿适意(勿適意),勿適意,身体不舒服。(身體不舒服。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
勿收神思(勿收神思),勿收神思,不像腔。(不像腔。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
细长条子(細長條子),細長條子,长而瘦。(長而瘦。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
瞎缠三官经(瞎纏三官經),瞎纏三官經,胡闹、弄不清。(胡鬧、弄不清。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
下昼(下晝),下晝,下午。(下午。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
闲常(閑常),閑常,平时。(平時。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
小八腊子(小八臘子),小八辣子,一般群众。(一般群衆。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
小结棍(小結棍),小結棍,矮小结实。(矮小結實。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
小囡(小囡),小囡,小孩。(小孩。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
小长(小長),小長,小辈、后辈。(小輩、後輩。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
醒一醒(醒一醒),醒一醒,休息一会。(休息一會。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
兄弟淘里(兄弟淘裏),兄弟淘裏,兄弟之间。(兄弟之間。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
呴势(呴勢),吼四,天气闷热；有心事为难。(天氣悶熱；有心事爲難。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
悬空(懸空),懸空,差距大，脱离实际，没有着落。(差距大，脫離實際，沒有着落。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
寻呴势(尋呴勢),尋吼勢,寻衅闹事。(尋釁鬧事。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
轧苗头(軋苗頭),軋苗頭,见风使舵。(見風使舵。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
轧淘(軋淘),軋淘,朋友在一起。(朋友在一起。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
掗求苦恼(掗求苦惱),拗求苦惱,哀求。(哀求。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
眼枯落潭(眼枯落潭),眼枯落潭,消瘦得很。(消瘦得很。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
羊头狗颈(羊頭狗頸),羊頭狗頸,妖娆做作。(妖嬈做作。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
幺二角落(幺二角落),幺二角落,偏僻地方。(偏僻地方。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
夜里向(夜裏向),夜裏廂,晚上。(晚上。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
一刮两响(一刮兩響),一刮二響,说话干脆。(說話乾脆。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
一脚去(一腳去),一腳去,死，全部失利。(死，全部失利。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
一粒米(一粒米),一粒米,—百元钱。(—百元錢。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
一龙分(一龍分),一龍分,一千元。(一千元。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
一毛厘(一毛厘),一毛厘,—角钱。(—角錢。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
一张分(一張分),一張分,—百元钱。(—百元錢。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
伊、伊拉(伊、伊拉),伊、伊拉,他、他们。(他、他們。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
伊𡍲(伊𡍲),伊塔,那里。(那裏。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
伊两日(伊兩日),伊兩熱(日),前两天。(前兩天。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
伊恁(伊恁),伊能,那样。(那樣。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
阴损(陰損),陰損,暗地里损害他人。(暗地裏損害他人。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
有清头(有清頭),有清頭,有条不紊。(有條不紊。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
有心想(有心想),有心相,有耐心。有恒心。(有耐心。有恆心。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
有噱头(有噱頭),有噱頭,有办法。(有辦法。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
远脚撒手(遠腳撒手),遠腳撒手,做事没有个样子。(做事沒有個樣子。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
扎作(扎作),紮足,多而实。(多而實。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
斩冲头(斬沖頭),斬沖頭,高价多赚顾客的钱财。(高價多賺顧客的錢財。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
斩一记(斬一記),斬一記,高价、缺秤，主人吃亏上当。(高價、缺秤，主人吃虧上當。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
长一码大一码(長一碼大一碼),長一碼大一碼,体型魁梧。(體型魁梧。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
遮胸袋(遮胸袋),遮胸袋,孩子围胸布。(孩子圍胸布。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
着大后日(着大後日),着大後熱(日),四天后。(四天後。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
着港(着港),着杠,到手，成功。(到手，成功。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
着力(着力),着力,厉害。(厲害。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
着前日(着前日),着前熱(日),前天天。(前天天。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
争气嗰(爭氣嗰),爭氣格,有出息。(有出息。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
猪头肉三勿精(豬頭肉三勿精),豬頭肉三勿精,样样懂，不精通。(樣樣懂，不精通。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
疰腻(疰膩),注膩,肮脏。(骯髒。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
赚刀块(賺刀塊),賺刀塊,切一刀转一下，再切一刀(切一刀轉一下，再切一刀),/呒啥啥/,ze22 tau55 khue21(ze²² ʔdɔ⁵⁵ kʰue²¹),本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
自来火(自來火),自來火,火柴。(火柴。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
走作(走作),走作,走样。(走樣。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
昨日(昨日),昨熱(日),昨天。(昨天。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
作精捣怪(作精搗怪),作精搗怪,不称心而捣鬼。(不稱心而搗鬼。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
作孽(作孽),作孽,可怜，可惜。(可憐，可惜。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
归去(歸去),歸去,回去。(回去。),/呒啥啥/,tɕy⁵⁵ tɕʰi²¹,本沪小片,上海·徐家汇,徐家汇【散记】,TRUE,shanghaishi,shanghaishi_xujiahui
大殓(大殮),大殮,开吊(開弔),/呒啥啥/,/呒啥啥/,本沪小片,上海·诸翟,诸翟镇【散记】,TRUE,shanghaixian,shanghaixian_zhudi
洋腔腔(洋腔腔),洋腔腔,诸翟方言。洋里洋腔。(諸翟方言。洋里洋腔。),/呒啥啥/,ɦiã²² tɕʰiã⁵⁵ tɕʰiã²¹,本沪小片,上海·诸翟,诸翟镇【散记】,TRUE,shanghaixian,shanghaixian_zhudi
阿爸(阿爸),阿爸,父亲(父親),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
阿妈(阿媽),阿媽,母亲(母親),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
阿奶(阿奶),阿奶,祖母(祖母),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
八姆淘里(八姆淘裏),八姆淘裏,妯娌之间(妯娌之間),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
巴结(巴結),巴結,勤劳(勤勞),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
把细头(把細頭),把細頭,谨慎小心的人(謹慎小心的人),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
搬乱说(搬亂說),搬亂說,搬弄是非(搬弄是非),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
板扎(板扎),板紮,牢靠、扎实(牢靠、紮實),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
绷鼓绽足(繃鼓綻足),繃果綻足,饱满(飽滿),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
臂撑子(臂撐子),臂撐肢,手臂(手臂),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
冰胶(冰膠),冰膠,结冰(結冰),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
擦上擦下(擦上擦下),插上插下,不相上下(不相上下),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
拆棚脚(拆棚腳),拆棚腳,干扰、揭露(干擾、揭露),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
铲𢜶(鏟𢜶),鏟少,极快(極快),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
吵孛相(吵孛相),吵白相,开玩笑(開玩笑),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
扯乱谈(扯亂談),扯亂談,说话无中心(說話無中心),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
吃搁头(吃擱頭),吃擱頭,受批评指责(受批評指責),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
吃家生(吃家生),吃家生,挨打(挨打),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
痴天八拉(癡天八拉),癡天八拉,行为疯疯癫癫(行爲瘋瘋癲癲),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
痴天八拉(癡天八拉),吹天八拉,无理取闹(無理取鬧),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
赤刮旺日头(赤刮旺日頭),赤呱旺日頭,晴天(晴天),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
臭䵑(臭䵑),臭寧,脾气不爽(脾氣不爽),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
出老绷(出老繃),出老繃,露真相(露真相),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
触死板凳(觸死板凳),觸死板凳,呆板(呆板),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
戳朴子(戳樸子),戳樸子,耳光(耳光),/呒啥啥/,/呒啥啥/,华娄小片,上海·颛桥,颛桥志,TRUE,shanghaixian,shanghaixian_zhuanqiao
